5845,14
1248,1837
2445,800
2539,557
5311,2152
888,0
3028,976
5837,43
5329,1884
1301,10
1505,697
776,1050
444,1141
5500,727
401,1315
10453,261
82,590
1810,191
561,840
5429,285
1801,654
2158,3664
889,223
4538,834
1869,112
276,616
814,1011
119,1722
1778,60
1598,291
5871,466
7183,1657
3038,4037
4681,1432
6577,301
4278,728
4663,1049
3918,163
468,754
856,2778
907,53
399,683
2132,200
4979,1570
976,137
806,28
2865,489
531,1624
2174,1062
4961,2040
668,519
855,4331
1206,963
1075,2272
996,2446
7040,278
96,4197
3749,791
1213,518
3153,85
1505,2007
3001,347
1090,64
3952,286
881,360
721,127
4772,3272
4226,1160
1424,645
3605,228
999,2236
598,2817
1369,1696
2023,879
5843,548
3524,193
7809,410
732,1270
1229,155
744,1711
638,493
543,442
643,211
1779,261
2190,1217
3098,173
498,1229
992,1277
1353,446
1337,423
31,507
4035,838
3148,1121
7092,718
1689,285
1295,39
3437,689
2288,56
1012,1916
93,1646
236,2067
3083,1933
971,237
3779,1216
2603,6255
479,838
9376,224
4957,165
605,192
707,175
305,430
3963,1741
182,1046
1010,684
121,1442
12643,1134
255,477
312,820
881,1805
1535,729
867,9
9650,11
548,1134
2080,380
546,1611
206,371
8258,1
2606,1501
5683,881
672,1960
122,1472
2021,443
170,901
115,1749
3535,692
1795,2286
2947,441
7154,906
562,16
984,341
6175,455
4026,185
5885,60
1411,1322
2422,884
331,7278
2008,227
1600,451
1045,2432
39,643
533,180
405,1642
1620,610
5136,70
2717,87
3055,2485
549,312
8944,83
123,304
558,49
1333,175
2017,1995
336,1515
2376,603
1959,1184
78,1072
1975,466
1315,929
133,2122
5728,743
1931,86
2005,181
330,132
356,1420
5711,248
685,1591
1275,83
3777,1145
469,477
2190,3060
7174,4184
4816,545
1580,297
1453,1656
10392,412
522,86
611,3661
6614,1827
11840,152
37,513
93,1017
519,114
4539,337
979,2617
2742,426
357,973
4326,315
498,940
1860,1885
2902,825
2180,153
1326,2
791,995
2514,126
2865,599
1417,83
8722,360
1360,126
3588,106
1527,2838
1866,1454
7385,872
6585,1992
1838,394
4168,1361
4071,755
1139,1166
1369,794
1921,34
315,207
1568,852
126,529
4414,172
1391,1537
706,660
2997,347
2571,332
1951,702
